,filename,label,features
126,ID_dc2aafc3e,[0.00155442 0.00891505 0.0095898  0.01462268 0.01518748 0.022105  ],"[3.2070163e-04 4.0379148e-03 2.8729928e-03 ... 7.2484481e-01 1.4255486e+00
 1.8746191e+00]"
127,ID_9b61f5cfb,[0.00488361 0.023103   0.02333637 0.04016148 0.0407985  0.07794948],"[3.0706267e-04 3.8327090e-03 2.9770106e-03 ... 7.7007389e-01 8.2822311e-01
 1.6351058e+00]"
128,ID_09e2cff74,[0.00069204 0.00620959 0.00819802 0.00926405 0.01045127 0.01536977],"[3.3115136e-04 2.7563637e-03 2.9119402e-03 ... 8.9293802e-01 2.0048614e+00
 1.5355852e+00]"
129,ID_5fee30469,[0.00052892 0.00587465 0.00465855 0.01107062 0.00862861 0.01351768],"[3.3084396e-04 3.7630661e-03 3.1131238e-03 ... 4.5734358e-01 1.8949033e+00
 1.0114324e+00]"
130,ID_b4c8e054a,[0.00186253 0.01601544 0.00964533 0.02101499 0.02390602 0.04176919],"[3.3737713e-04 4.3935305e-03 3.2224504e-03 ... 1.8731646e-01 1.8233310e+00
 1.8936403e+00]"
131,ID_91ca21d49,[0.00105328 0.00993838 0.00668876 0.01613951 0.01489953 0.02040577],"[3.2906461e-04 3.9592003e-03 3.1538878e-03 ... 2.2972514e-01 2.8462214e+00
 2.1832609e+00]"
132,ID_d38b5ab81,[0.00031837 0.0030733  0.00194191 0.00480369 0.0048412  0.00405451],"[3.2416356e-04 3.7860367e-03 3.1298595e-03 ... 3.5346341e-01 3.5098393e+00
 1.9532354e+00]"
133,ID_a6e4ee0ef,[0.00045507 0.00430068 0.00225026 0.00564801 0.00748609 0.0053371 ],"[3.3019949e-04 2.4646767e-03 3.1134686e-03 ... 4.8101658e-01 4.0092440e+00
 1.8912982e+00]"
134,ID_05bd9ec0f,[0.00127559 0.00912138 0.00396567 0.01438424 0.01643282 0.02179269],"[3.3952930e-04 2.3339668e-03 3.1419592e-03 ... 1.0897437e+00 2.6247742e+00
 1.8696623e+00]"
135,ID_5290c5c93,[0.00078347 0.00717722 0.00247264 0.00997812 0.01215203 0.01574471],"[3.5969299e-04 2.5223822e-03 3.2086882e-03 ... 1.0896106e+00 3.5574098e+00
 1.3641441e+00]"
136,ID_ee74246f7,[0.0007972  0.00838293 0.00187683 0.01068585 0.0129187  0.01341951],"[3.7053553e-04 3.5406337e-03 3.3435202e-03 ... 1.8152099e+00 2.9257200e+00
 2.6260879e+00]"
137,ID_1a0030c8a,[0.00136766 0.00915355 0.00311029 0.01680828 0.01659736 0.02236959],"[3.6828517e-04 3.1489548e-03 3.4003856e-03 ... 2.8707144e+00 2.2626085e+00
 2.9839833e+00]"
138,ID_6322c52d4,[0.00135715 0.00632151 0.00318174 0.01927482 0.01132476 0.01524591],"[4.0925591e-04 3.4107412e-03 4.1592969e-03 ... 3.4223752e+00 2.2804003e+00
 2.4290228e+00]"
139,ID_b1310e683,[0.00163558 0.00846196 0.00386383 0.0130425  0.01340152 0.01603244],"[4.8137514e-04 3.9395974e-03 4.6183127e-03 ... 1.4648329e+00 2.0530937e+00
 1.6257460e+00]"
140,ID_9b55aef90,[0.00117065 0.00774516 0.00327212 0.00968415 0.01575888 0.01422691],"[6.1973091e-04 4.4788942e-03 5.0718049e-03 ... 2.8276327e+00 2.0826371e+00
 8.5432673e-01]"
141,ID_0e735c801,[0.00128844 0.0081134  0.00352623 0.00891176 0.01528747 0.01759664],"[7.1941491e-04 6.6076797e-03 5.9129279e-03 ... 2.3291991e+00 1.3427010e+00
 1.7275473e+00]"
142,ID_cb5c68260,[0.00099825 0.00997792 0.00853099 0.01209686 0.01067071 0.01871308],"[3.1115027e-04 3.6538965e-03 3.0361169e-03 ... 1.3121736e+00 1.3712006e+00
 7.0463997e-01]"
143,ID_8a8fdb2d6,[0.00130367 0.01237128 0.01101418 0.01702103 0.0170945  0.03627158],"[3.6335964e-04 4.5391405e-03 2.7228124e-03 ... 1.6383011e+00 1.3479753e+00
 2.0394964e+00]"
144,ID_575548520,[0.00181029 0.0112893  0.01077684 0.01566417 0.01875533 0.02899713],"[3.0494638e-04 3.9278655e-03 2.5139977e-03 ... 1.5498495e+00 1.2029028e+00
 9.8849756e-01]"
145,ID_a769fbbb2,[0.00056517 0.00776072 0.00361729 0.00905991 0.00832313 0.01075202],"[3.1030594e-04 4.4599487e-03 2.8283722e-03 ... 7.9022163e-01 1.2768381e+00
 8.1861162e-01]"
146,ID_cfb51c932,[0.00122283 0.01970218 0.01095704 0.02120898 0.01828327 0.02805936],"[2.9698812e-04 5.0532436e-03 2.8024453e-03 ... 8.4499347e-01 1.3759695e+00
 1.7208111e+00]"
147,ID_ea40061cb,[0.00075956 0.01207696 0.00445687 0.01443384 0.01198244 0.01955131],"[3.6948998e-04 5.1186988e-03 2.8085019e-03 ... 1.3608535e-01 1.6444789e+00
 2.0585799e+00]"
148,ID_f19c829e8,[0.00429671 0.04209905 0.03131519 0.05339402 0.05658352 0.13745658],"[3.1063624e-04 4.3142019e-03 2.4403799e-03 ... 2.3855807e-01 1.2394743e+00
 1.8312938e+00]"
149,ID_066f36ad6,[0.00335127 0.03396045 0.02145456 0.03878769 0.0404563  0.08467316],"[3.4007436e-04 2.7895642e-03 2.4383005e-03 ... 9.1019653e-02 9.7751236e-01
 1.4501154e+00]"
150,ID_ba3dbb700,[0.00237882 0.01705545 0.01032491 0.02512736 0.01750643 0.04460644],"[2.5626685e-04 3.4407184e-03 2.3120330e-03 ... 1.6199670e+00 1.0059916e+00
 1.8062689e+00]"
151,ID_72d5e5728,[0.00101109 0.01413264 0.00771134 0.01163507 0.00860054 0.02336797],"[2.9461642e-04 4.0574027e-03 2.7689738e-03 ... 1.6967210e+00 1.2073443e+00
 1.2242630e+00]"
152,ID_fcaa24969,[0.00195807 0.02677695 0.0137166  0.03014247 0.01971738 0.08236508],"[3.0895649e-04 3.7460863e-03 2.6932592e-03 ... 1.1123629e+00 5.3171289e-01
 1.1342067e+00]"
153,ID_c6e59871c,[0.00928539 0.09409036 0.03954083 0.07024955 0.07055442 0.22840364],"[3.5448064e-04 4.5889718e-03 2.6568230e-03 ... 9.6239859e-01 1.7033745e-01
 1.0214208e+00]"
154,ID_599d767d1,[0.01916317 0.12909353 0.07661942 0.12364968 0.11678749 0.41455817],"[3.6366464e-04 4.8326133e-03 2.5217505e-03 ... 4.3617094e-01 1.2975414e-01
 7.9045069e-01]"
155,ID_127998337,[0.01677364 0.11939424 0.07651395 0.11167281 0.09708327 0.3769938 ],"[3.6568957e-04 4.6274746e-03 2.4098526e-03 ... 3.3884561e-01 1.3810213e-01
 6.1258256e-01]"
156,ID_be1046e25,[0.0209479  0.14814243 0.09183066 0.11760423 0.12604585 0.41420627],"[3.7391379e-04 4.1151843e-03 2.7048644e-03 ... 3.4485894e-01 1.3079144e-01
 1.3435612e+00]"
157,ID_d711f4799,[0.02008208 0.1380545  0.06389616 0.10815958 0.09530171 0.30848172],"[3.7212443e-04 3.5141683e-03 2.8941478e-03 ... 4.3616953e-01 2.2414789e-01
 5.7745427e-01]"
158,ID_ab6cdd00d,[0.01091712 0.0548262  0.02100404 0.05401248 0.05204808 0.11387441],"[4.2011193e-04 3.9269226e-03 3.0508954e-03 ... 8.2808918e-01 6.2873912e-01
 6.7369151e-01]"
159,ID_9ee1929e8,[0.01470877 0.09611462 0.033575   0.09651852 0.0843152  0.19273163],"[4.3414894e-04 3.6219496e-03 3.0492214e-03 ... 8.0053747e-01 2.5175172e-01
 8.1846946e-01]"
160,ID_9305678bf,[0.01020774 0.07240176 0.02440736 0.08312383 0.06085875 0.15772314],"[4.5679417e-04 3.8285223e-03 3.0870778e-03 ... 7.0565569e-01 1.1198287e+00
 1.1342816e+00]"
161,ID_987b92126,[0.00619947 0.04606048 0.01767876 0.05964568 0.04556764 0.0942867 ],"[4.4763047e-04 4.4980012e-03 3.2152138e-03 ... 7.3665953e-01 1.2061652e+00
 1.4466500e+00]"
162,ID_9d85731f9,[0.00429306 0.03166437 0.00874582 0.0465567  0.04290823 0.06365804],"[4.7579873e-04 4.3785516e-03 3.6754315e-03 ... 1.6981384e+00 2.1110590e+00
 6.8367589e-01]"
163,ID_6328de273,[0.00166036 0.01341314 0.00390451 0.02560563 0.01593192 0.0234762 ],"[5.1129272e-04 4.4828909e-03 3.8538431e-03 ... 3.5852795e+00 3.6134710e+00
 1.5406408e+00]"
164,ID_a8aedfb42,[0.001689   0.01109061 0.00319008 0.02150764 0.01110106 0.01942028],"[5.5800087e-04 4.1047088e-03 4.4504097e-03 ... 3.5818319e+00 2.2645440e+00
 2.1067529e+00]"
165,ID_13fe0caa7,[0.00305316 0.01440509 0.00430277 0.02062716 0.01568311 0.01899639],"[6.2068901e-04 4.2876303e-03 5.1319594e-03 ... 3.3150523e+00 7.7430964e-01
 2.1581874e+00]"
166,ID_c654ad802,[0.00191525 0.0110076  0.00464844 0.01673804 0.0143856  0.01510818],"[7.1137981e-04 4.8308345e-03 5.2360161e-03 ... 2.9193873e+00 1.3277081e+00
 1.6447067e+00]"
167,ID_d0afecb3c,[0.0010422  0.00936446 0.00344451 0.00963427 0.00674843 0.00963885],"[7.4004411e-04 4.3234918e-03 5.8554532e-03 ... 1.3781478e+00 5.1593852e-01
 2.0624585e+00]"
168,ID_4f59faf0f,[0.00110375 0.01348135 0.00487161 0.01395281 0.0117623  0.02072834],"[8.1284402e-04 5.5870875e-03 6.5780170e-03 ... 1.7177081e+00 1.0485995e+00
 1.1803457e+00]"
169,ID_78b71b052,[0.00045041 0.008739   0.00257012 0.01243209 0.00933628 0.01712678],"[8.0224726e-04 6.0184016e-03 6.9081197e-03 ... 1.9035954e+00 1.5887457e+00
 1.4575218e+00]"
170,ID_5adcd1435,[0.00021763 0.00326068 0.00206984 0.00298287 0.0026327  0.0038381 ],"[3.0830316e-04 5.7885209e-03 4.5303786e-03 ... 2.4524412e+00 1.7257009e+00
 1.0684278e+00]"
171,ID_307a8367b,[0.00064614 0.00586504 0.00353593 0.01106912 0.00567118 0.01414663],"[2.8357908e-04 5.8738869e-03 3.0089167e-03 ... 1.6008193e+00 7.8448951e-01
 2.5796988e+00]"
172,ID_8d9cc2088,[0.00058607 0.00570098 0.0036926  0.00884584 0.00640232 0.01042771],"[3.2586785e-04 6.4363522e-03 3.4222449e-03 ... 1.6973672e+00 3.0958745e-01
 1.3523999e+00]"
173,ID_f009253ef,[0.00075994 0.00742919 0.0044876  0.01221247 0.00862604 0.02277639],"[4.0702202e-04 6.5317433e-03 3.1313095e-03 ... 1.9314512e+00 6.8124080e-01
 8.0443740e-01]"
174,ID_491d3884f,[0.00056901 0.00629719 0.00313793 0.00746596 0.00476108 0.01993634],"[3.2675534e-04 5.7625235e-03 2.5191873e-03 ... 1.8832679e+00 5.8041745e-01
 1.6440291e+00]"
175,ID_807b20d2f,[0.00050088 0.01272826 0.00512955 0.00995273 0.00681718 0.01967563],"[3.6395091e-04 4.0446334e-03 2.8307484e-03 ... 1.0112542e+00 6.1233234e-01
 7.3585916e-01]"
176,ID_2d32183ed,[0.00064925 0.01535731 0.00346618 0.01138566 0.01052457 0.01602859],"[3.4445059e-04 4.0945532e-03 2.8609235e-03 ... 1.8243895e+00 3.3476016e-01
 6.9534683e-01]"
177,ID_830b3c521,[0.00444731 0.07289794 0.02293484 0.06280635 0.04618292 0.12556547],"[3.3020732e-04 4.9085030e-03 2.2259862e-03 ... 6.1132085e-01 2.8404105e-01
 1.6217937e+00]"
178,ID_3d9695f87,[0.00036165 0.01497021 0.00394597 0.00776363 0.00650029 0.010295  ],"[3.5278144e-04 4.4945884e-03 2.4342884e-03 ... 1.1022754e+00 6.6608846e-01
 1.9121444e+00]"
179,ID_89b383e9b,[0.0004863  0.01380014 0.00826261 0.01279134 0.00934246 0.02072033],"[3.3268018e-04 3.8117017e-03 2.3923134e-03 ... 1.0921756e+00 4.4907919e-01
 1.7744750e+00]"
180,ID_07d300c12,[0.00053652 0.01778325 0.00979001 0.01401184 0.00660298 0.01812205],"[3.3660315e-04 3.4577055e-03 2.4532541e-03 ... 1.6606705e+00 4.4167843e-01
 2.2128072e+00]"
181,ID_05cc6b90b,[0.00014968 0.00640331 0.00395273 0.00452042 0.00229967 0.00660658],"[3.5969482e-04 3.4150546e-03 2.5473703e-03 ... 1.8641583e+00 5.9707391e-01
 1.0735760e+00]"
182,ID_9a1903a03,[0.00045201 0.01161662 0.00795805 0.0104071  0.00511796 0.02175048],"[3.3804670e-04 4.0183193e-03 2.4773327e-03 ... 1.2464907e+00 9.7520781e-01
 9.1531742e-01]"
183,ID_787c22ad7,[0.00017719 0.00487236 0.00391021 0.00325737 0.00294311 0.00665157],"[3.4551683e-04 4.7837449e-03 2.3438954e-03 ... 2.0122967e+00 7.4464828e-01
 9.4244105e-01]"
184,ID_1fc2434a8,[0.00123044 0.01769152 0.01083905 0.01020634 0.01059289 0.02833583],"[3.2322225e-04 3.9548115e-03 2.3644071e-03 ... 1.6005046e+00 5.6090307e-01
 1.0168333e+00]"
185,ID_1955f7d4e,[0.00751433 0.06846085 0.03887662 0.05306031 0.04047982 0.11290283],"[3.3991126e-04 3.5415557e-03 2.1725988e-03 ... 1.2516258e+00 4.8959464e-01
 8.0281192e-01]"
186,ID_5415622a8,[0.00158848 0.02178735 0.01208483 0.01833528 0.01125274 0.03588621],"[3.9748818e-04 3.8684020e-03 2.7082441e-03 ... 1.5299922e+00 4.1374612e-01
 9.6360099e-01]"
187,ID_b9345e0be,[0.00245655 0.02447351 0.01469506 0.02266026 0.01169373 0.04819079],"[4.0360750e-04 3.2970915e-03 2.5144704e-03 ... 1.5447626e+00 3.5295400e-01
 6.0420489e-01]"
188,ID_809bb2926,[0.00082864 0.00980286 0.00477402 0.0107366  0.00472219 0.0146694 ],"[4.2153086e-04 3.6589215e-03 2.7124272e-03 ... 1.5084445e+00 1.9931110e+00
 6.2995791e-01]"
189,ID_48a23a1b4,[0.00086861 0.00891857 0.00391152 0.01129325 0.00613439 0.01325286],"[4.3068701e-04 3.4599246e-03 3.0053728e-03 ... 8.9284015e-01 1.5212452e+00
 8.5872877e-01]"
190,ID_d21b4b149,[0.00122668 0.01562367 0.00417593 0.01681778 0.00830292 0.02543132],"[5.0059077e-04 4.1736513e-03 3.2864171e-03 ... 8.8667452e-01 7.0730984e-01
 8.0574197e-01]"
191,ID_fcf3c2fa4,[0.00104487 0.01314699 0.00286443 0.01501952 0.00715716 0.02000475],"[5.5953430e-04 4.0689344e-03 3.3922638e-03 ... 9.3880618e-01 1.7649876e+00
 1.3681383e+00]"
192,ID_e505c832e,[0.00086253 0.00884274 0.00195478 0.01596389 0.00990276 0.01635632],"[5.2152068e-04 4.5671370e-03 3.3546740e-03 ... 2.2836552e+00 1.7088636e+00
 1.9869219e+00]"
193,ID_3c91002bb,[0.00085557 0.00981113 0.00215789 0.02148439 0.00919207 0.01540594],"[5.1791721e-04 4.0749698e-03 3.5785439e-03 ... 3.8000002e+00 1.5267973e+00
 1.7887459e+00]"
194,ID_59f563d95,[0.00067131 0.00716414 0.0013118  0.01697297 0.00952193 0.01433394],"[5.3107960e-04 4.4697979e-03 4.2072786e-03 ... 3.1021800e+00 1.5356205e+00
 2.6649547e+00]"
195,ID_555216334,[0.0008973  0.01259284 0.00267638 0.02658592 0.0134998  0.01794596],"[5.9812254e-04 3.7794879e-03 4.6935226e-03 ... 2.6883621e+00 1.2695545e+00
 1.6204813e+00]"
196,ID_317408819,[0.00116675 0.01135935 0.0041428  0.01689708 0.0088276  0.01450896],"[5.7013828e-04 3.8437147e-03 5.9140227e-03 ... 1.7547555e+00 1.3069866e+00
 1.6764845e+00]"
197,ID_7e52f77e7,[0.00118091 0.0071849  0.00298735 0.00909836 0.00841568 0.00783515],"[4.5115006e-04 5.2034790e-03 4.9803210e-03 ... 1.6615688e+00 1.0846519e+00
 1.1116910e+00]"
198,ID_4f5352f91,[0.00046572 0.00507293 0.00326257 0.00585406 0.00852853 0.0081453 ],"[4.1096285e-04 4.6000537e-03 4.6611084e-03 ... 1.3236034e+00 1.1999439e+00
 1.6264546e+00]"
199,ID_b1584cb97,[0.00071871 0.00792413 0.0049708  0.01219034 0.01265989 0.01803131],"[4.2541046e-04 5.2261320e-03 4.5823553e-03 ... 1.7379445e+00 1.0763289e+00
 1.5699496e+00]"
200,ID_e3fa57f8a,[0.00149977 0.02671117 0.00892138 0.02415714 0.02912167 0.0438334 ],"[4.1093721e-04 6.0572661e-03 4.2901225e-03 ... 2.4826217e+00 1.1802775e+00
 2.9770726e-01]"
201,ID_1024b5019,[0.00218251 0.02707335 0.00860086 0.02476886 0.02445732 0.02693867],"[4.8399612e-04 4.9420558e-03 5.0488822e-03 ... 2.1630833e+00 8.5150635e-01
 5.4408002e-01]"
202,ID_eb22321ae,[0.00041208 0.00693626 0.00496477 0.00529991 0.00597737 0.01590365],"[2.4870533e-04 4.7862772e-03 3.5022334e-03 ... 1.1829764e+00 5.1013744e-01
 1.1861453e+00]"
203,ID_575bd250f,[0.00063442 0.01219669 0.00762413 0.01632594 0.00857527 0.03339477],"[3.1718452e-04 5.0405469e-03 3.1451494e-03 ... 2.5072179e+00 4.9687096e-01
 1.5501602e+00]"
204,ID_2240c0ca9,[0.00088965 0.0100283  0.00758905 0.0128202  0.00792851 0.04264292],"[2.9151514e-04 5.9623700e-03 2.6412657e-03 ... 2.2684569e+00 4.1761187e-01
 2.1818223e+00]"
205,ID_dbb2e8186,[0.00167588 0.01393684 0.01092394 0.01589345 0.01203871 0.06589561],"[3.1286574e-04 4.3810355e-03 2.3557742e-03 ... 2.0116370e+00 3.6140200e-01
 1.9962107e+00]"
206,ID_1ededf333,[0.00042037 0.00536948 0.00211856 0.00563594 0.00249562 0.01055355],"[2.9710477e-04 5.3738169e-03 2.2045481e-03 ... 1.7618972e+00 5.1286298e-01
 2.2366850e+00]"
207,ID_ddea4c0e0,[0.00069764 0.01791391 0.00391847 0.01335978 0.00577069 0.01586583],"[2.9374287e-04 3.7501855e-03 1.9643256e-03 ... 9.2627412e-01 7.4229255e-02
 2.8393748e+00]"
208,ID_76ca1cb79,[0.00062951 0.01847509 0.00328619 0.0100406  0.00445386 0.01969996],"[2.5294287e-04 3.8418921e-03 1.8254553e-03 ... 1.4398437e+00 2.7309316e-01
 1.9995849e+00]"
209,ID_46802b6b6,[0.00232341 0.02896057 0.00866118 0.02314672 0.01567926 0.04936184],"[2.8102990e-04 4.3042121e-03 2.1715770e-03 ... 2.4421334e+00 2.7920115e-01
 1.3229873e+00]"
210,ID_fa979fcce,[0.00050484 0.01378345 0.00460765 0.00585098 0.00364047 0.01644762],"[2.8671985e-04 4.6240380e-03 2.1742359e-03 ... 1.7631490e+00 5.7871914e-01
 1.0367311e+00]"
211,ID_6861b38bd,[0.00027994 0.01183035 0.00541176 0.0095139  0.00350128 0.01346688],"[3.0181004e-04 3.2970852e-03 2.1724284e-03 ... 1.5012465e+00 6.3164806e-01
 9.3889493e-01]"
212,ID_a78b8c377,[0.00018096 0.00518768 0.00312103 0.00375763 0.00219746 0.00584015],"[3.1341045e-04 3.2806904e-03 2.1761064e-03 ... 1.2576191e+00 2.7491350e+00
 7.6122093e-01]"
213,ID_20bf2a365,"[9.2555711e-05 1.9651663e-03 1.4455360e-03 1.7170232e-03 1.2238602e-03
 3.5223137e-03]","[3.3987407e-04 3.6398410e-03 2.2119582e-03 ... 2.2336192e+00 1.1771791e+00
 8.0591065e-01]"
214,ID_9efd110a2,[0.00027919 0.00541836 0.00294609 0.00387288 0.00359754 0.00657244],"[3.6236606e-04 3.1620041e-03 2.4629172e-03 ... 1.2357383e+00 8.2651192e-01
 5.1475298e-01]"
215,ID_ec3dec99a,[0.00030533 0.00708596 0.00317672 0.0039629  0.00420052 0.00833423],"[3.6954501e-04 2.9625115e-03 2.3474363e-03 ... 1.7917855e+00 1.5367620e+00
 7.6776052e-01]"
216,ID_7b5b5ae6e,[0.00047514 0.00940969 0.0043114  0.00634385 0.00559305 0.01334548],"[3.9560755e-04 3.1666730e-03 2.3945747e-03 ... 2.2565038e+00 5.4963440e-01
 6.7254621e-01]"
217,ID_b47fb931f,[0.0006817  0.01307998 0.00543417 0.00642079 0.00766448 0.01867663],"[4.0989101e-04 3.6319105e-03 2.2467314e-03 ... 2.0209489e+00 2.4025366e+00
 3.6196649e-01]"
218,ID_0fcd0eb34,[0.00258539 0.03475182 0.01293596 0.03664875 0.02925915 0.07544767],"[4.3852782e-04 3.9967545e-03 2.4762552e-03 ... 1.3078680e+00 8.3873391e-01
 1.0140562e+00]"
219,ID_20883e5ee,[0.00093453 0.01373666 0.00500055 0.016886   0.00941861 0.02515499],"[4.6485904e-04 3.4580380e-03 2.7966534e-03 ... 1.9445732e+00 1.1626993e+00
 9.9164838e-01]"
220,ID_d9b5e7846,[0.0005715  0.0094816  0.00348404 0.01207108 0.00773393 0.0222186 ],"[4.3701069e-04 3.2860383e-03 2.9559401e-03 ... 2.9666224e+00 9.1410637e-01
 2.5063166e-01]"
221,ID_de37641d1,[0.00047011 0.00569815 0.00300499 0.00898517 0.0061766  0.01696484],"[4.5983642e-04 3.7075612e-03 3.0377135e-03 ... 2.6842051e+00 1.8279097e+00
 6.7839617e-01]"
222,ID_75ffd7262,[0.00073541 0.00638302 0.00484737 0.01447691 0.00705913 0.01698984],"[4.2664926e-04 3.5816340e-03 3.0523506e-03 ... 2.1626279e+00 2.1786990e+00
 9.3586004e-01]"
223,ID_88bf203c6,[0.00034458 0.00431444 0.00228589 0.01155109 0.00477302 0.01324752],"[5.0192064e-04 3.5707301e-03 3.6667488e-03 ... 1.5486377e+00 4.6998606e+00
 2.4712634e+00]"
224,ID_57889d644,[0.00056053 0.00822519 0.00246795 0.02316424 0.00921112 0.02043951],"[3.8958783e-04 3.9032274e-03 3.8041165e-03 ... 8.2612175e-01 3.7080233e+00
 3.1054280e+00]"
225,ID_b4a47c8cf,[0.00073486 0.00767374 0.00231817 0.0182281  0.00842649 0.01627985],"[3.7949771e-04 4.9039796e-03 3.4745606e-03 ... 2.6742465e+00 2.5322514e+00
 2.2009492e+00]"
226,ID_3cfce2d25,[0.00082545 0.00771115 0.00353756 0.02135588 0.01184669 0.01838002],"[3.0942401e-04 6.9172163e-03 3.0727331e-03 ... 3.2288315e+00 1.9930040e+00
 1.5614343e+00]"
227,ID_3fb8e224c,[0.00082999 0.01096994 0.00415432 0.02284021 0.01679274 0.02957248],"[3.5234756e-04 6.1572194e-03 3.6458003e-03 ... 3.3157845e+00 1.1036977e+00
 1.7255868e+00]"
228,ID_7ebbea08b,[0.00076861 0.00911536 0.00330949 0.01762077 0.01208366 0.02075784],"[3.4304857e-04 5.9498078e-03 4.0314337e-03 ... 3.1718862e+00 1.3060255e+00
 2.0317867e+00]"
229,ID_437b4bbf5,[0.00047639 0.00539679 0.00176774 0.01019241 0.01144494 0.01452742],"[3.5269011e-04 4.9880641e-03 4.0289694e-03 ... 2.0359108e+00 2.0140924e+00
 2.8456373e+00]"
230,ID_91c6f5a8e,[0.00085512 0.01017026 0.00375093 0.01504302 0.01546727 0.02161571],"[4.0364696e-04 4.2091915e-03 4.3230271e-03 ... 1.8721982e+00 1.7450377e+00
 2.6578426e+00]"
231,ID_ce268d513,[0.00098236 0.01483339 0.00742012 0.0168388  0.01876946 0.02927062],"[4.1992543e-04 4.6113469e-03 4.9684998e-03 ... 1.7815350e+00 1.4326185e+00
 2.0075645e+00]"
232,ID_f27dc3ebd,[0.00052199 0.00922982 0.00319424 0.01213592 0.00883745 0.01550062],"[4.2260549e-04 3.6167945e-03 4.7295252e-03 ... 2.1460872e+00 1.1226145e+00
 1.6320869e+00]"
233,ID_9942484f1,[0.00208946 0.03646706 0.00977821 0.02681665 0.02705592 0.0438883 ],"[4.3837476e-04 4.0073246e-03 5.2334350e-03 ... 1.6947484e+00 1.1030253e+00
 2.9592362e-01]"
234,ID_684d3a57d,[0.001291   0.00686913 0.00791993 0.00947287 0.00937084 0.01484566],"[3.1257156e-04 4.4420105e-03 3.5449008e-03 ... 1.6000859e+00 5.8743083e-01
 1.1271058e+00]"
235,ID_ea1cc720e,[0.00076782 0.00498301 0.00289035 0.00962344 0.00400813 0.00808239],"[2.9490615e-04 4.2290697e-03 3.5426496e-03 ... 2.5386934e+00 8.7834156e-01
 1.0889475e+00]"
236,ID_3bd245f44,[0.00065777 0.00600079 0.00231909 0.00911581 0.00379537 0.00661023],"[3.0090165e-04 3.5250094e-03 3.4592021e-03 ... 2.2660694e+00 9.5548880e-01
 4.0887880e-01]"
237,ID_492f796be,[0.00079015 0.00510062 0.00370939 0.00752602 0.00581642 0.00952063],"[2.9792715e-04 3.6912574e-03 3.5130533e-03 ... 1.1074936e+00 9.9601203e-01
 1.1743344e+00]"
238,ID_667396248,[0.00131549 0.008405   0.00450835 0.01159065 0.00946479 0.01466837],"[3.1095673e-04 4.7661169e-03 3.7516507e-03 ... 8.8022798e-01 6.7134452e-01
 2.2185845e+00]"
239,ID_113776ee2,[0.0010499  0.00639091 0.00481107 0.0086548  0.00659342 0.01123956],"[2.7409458e-04 3.7482257e-03 3.3825096e-03 ... 1.8234279e+00 8.4928352e-01
 6.3603342e-01]"
240,ID_75cbcd6cf,[0.0008428  0.00541192 0.00305613 0.00801337 0.00652003 0.00739949],"[2.6331333e-04 2.9681488e-03 3.1911596e-03 ... 2.2495458e+00 1.1905594e+00
 1.3177333e+00]"
241,ID_6868203b3,[0.00046705 0.00509541 0.00473245 0.00820327 0.00798195 0.0112711 ],"[3.1062565e-04 3.2511810e-03 3.2139248e-03 ... 2.8642588e+00 9.2160225e-01
 9.0853041e-01]"
242,ID_8f7763bba,[0.00035694 0.00334921 0.00214998 0.00741424 0.00308152 0.0058278 ],"[2.9398635e-04 4.2614080e-03 3.3507943e-03 ... 1.9049187e+00 7.6967007e-01
 5.6392199e-01]"
243,ID_93cfa421f,[0.00069601 0.00510567 0.00482844 0.00750879 0.00569969 0.00998898],"[2.9848650e-04 4.0310030e-03 3.2677460e-03 ... 2.0184307e+00 8.4735155e-01
 1.9292650e-01]"
244,ID_d60bd7232,[0.00093836 0.00673131 0.00470229 0.0109444  0.00485386 0.00873489],"[2.9124421e-04 3.9287601e-03 3.2338095e-03 ... 2.7288203e+00 9.1052639e-01
 5.1401520e-01]"
245,ID_22d336346,[0.00060986 0.00572611 0.00456065 0.00697755 0.00457563 0.00911946],"[3.0710740e-04 4.2333724e-03 3.0906547e-03 ... 1.6198158e+00 9.8472297e-01
 4.0135425e-01]"
246,ID_065e70fe3,[0.00048764 0.0032826  0.00241343 0.00675053 0.00387556 0.00657354],"[3.1117731e-04 4.0065404e-03 2.8918544e-03 ... 2.0685620e+00 1.0241771e+00
 3.0160964e-01]"
247,ID_916c587f8,[0.00055469 0.00354027 0.0038917  0.00602469 0.00347933 0.00697821],"[2.7861679e-04 4.1886424e-03 2.7109003e-03 ... 3.2567236e+00 8.7170416e-01
 2.3791231e-01]"
248,ID_bb9753ae1,[0.00035493 0.00342427 0.00234012 0.00573581 0.00359696 0.00464601],"[2.9783475e-04 5.7524308e-03 2.7439515e-03 ... 3.4396458e+00 1.3492918e+00
 3.8772207e-01]"
249,ID_cb412d230,[0.00050861 0.00683353 0.00274282 0.00593369 0.00402469 0.00598119],"[3.2003148e-04 4.9296739e-03 2.5342307e-03 ... 2.4294581e+00 5.2031696e-01
 7.4149740e-01]"
250,ID_d00802be4,[0.00349426 0.04311767 0.02685581 0.03772835 0.02899441 0.07282431],"[3.0002018e-04 3.9326455e-03 2.4476149e-03 ... 2.1209245e+00 7.2885001e-01
 3.6562312e-01]"
